Name,Level,Type,Stats,Move Pool
dodrio,50,"['normal', 'flying']","{'hp': 60, 'attack': 110, 'defense': 70, 'special-attack': 60, 'special-defense': 60, 'speed': 110}","{'fly': {'accuracy': 95, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'fury-attack': {'accuracy': 85, 'power': 15, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'peck': {'accuracy': 100, 'power': 35, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'drill-peck': {'accuracy': 100, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'sky-attack': {'accuracy': 90, 'power': 140, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'flying'}, 'tri-attack': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}}"
seel,50,['water'],"{'hp': 65, 'attack': 45, 'defense': 55, 'special-attack': 45, 'special-defense': 70, 'speed': 45}","{'pay-day': {'accuracy': 100, 'power': 40, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'headbutt': {'accuracy': 100, 'power': 70, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'horn-drill': {'accuracy': 30, 'power': None, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'aurora-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
dewgong,50,"['water', 'ice']","{'hp': 90, 'attack': 70, 'defense': 80, 'special-attack': 70, 'special-defense': 95, 'speed': 70}","{'pay-day': {'accuracy': 100, 'power': 40, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'headbutt': {'accuracy': 100, 'power': 70, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'horn-drill': {'accuracy': 30, 'power': None, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'aurora-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
grimer,50,['poison'],"{'hp': 80, 'attack': 80, 'defense': 50, 'special-attack': 40, 'special-defense': 50, 'speed': 25}","{'pound': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'self-destruct': {'accuracy': 100, 'power': 200, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'sludge': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'poison'}, 'fire-blast': {'accuracy': 85, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'explosion': {'accuracy': 100, 'power': 250, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
muk,50,['poison'],"{'hp': 105, 'attack': 105, 'defense': 75, 'special-attack': 65, 'special-defense': 100, 'speed': 50}","{'pound': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'self-destruct': {'accuracy': 100, 'power': 200, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'sludge': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'poison'}, 'fire-blast': {'accuracy': 85, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'fire'}, 'explosion': {'accuracy': 100, 'power': 250, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
shellder,50,['water'],"{'hp': 30, 'attack': 65, 'defense': 100, 'special-attack': 45, 'special-defense': 25, 'speed': 40}","{'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'aurora-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'self-destruct': {'accuracy': 100, 'power': 200, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'clamp': {'accuracy': 85, 'power': 35, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'water'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'explosion': {'accuracy': 100, 'power': 250, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'tri-attack': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}}"
cloyster,50,"['water', 'ice']","{'hp': 50, 'attack': 95, 'defense': 180, 'special-attack': 85, 'special-defense': 45, 'speed': 70}","{'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'water-gun': {'accuracy': 100, 'power': 40, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'surf': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'ice-beam': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'blizzard': {'accuracy': 70, 'power': 110, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'bubble-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'water'}, 'aurora-beam': {'accuracy': 100, 'power': 65, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'ice'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'self-destruct': {'accuracy': 100, 'power': 200, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'clamp': {'accuracy': 85, 'power': 35, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'water'}, 'swift': {'accuracy': None, 'power': 60, 'pp': 20, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'explosion': {'accuracy': 100, 'power': 250, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'tri-attack': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}}"
gastly,50,"['ghost', 'poison']","{'hp': 30, 'attack': 35, 'defense': 30, 'special-attack': 100, 'special-defense': 35, 'speed': 80}","{'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'night-shade': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'ghost'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'self-destruct': {'accuracy': 100, 'power': 200, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'lick': {'accuracy': 100, 'power': 30, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'ghost'}, 'dream-eater': {'accuracy': 100, 'power': 100, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'explosion': {'accuracy': 100, 'power': 250, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
haunter,50,"['ghost', 'poison']","{'hp': 45, 'attack': 50, 'defense': 45, 'special-attack': 115, 'special-defense': 55, 'speed': 95}","{'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'night-shade': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'ghost'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'self-destruct': {'accuracy': 100, 'power': 200, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'lick': {'accuracy': 100, 'power': 30, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'ghost'}, 'dream-eater': {'accuracy': 100, 'power': 100, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'explosion': {'accuracy': 100, 'power': 250, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
gengar,50,"['ghost', 'poison']","{'hp': 60, 'attack': 65, 'defense': 60, 'special-attack': 130, 'special-defense': 75, 'speed': 110}","{'mega-punch': {'accuracy': 85, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-kick': {'accuracy': 75, 'power': 120, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'submission': {'accuracy': 80, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'counter': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': -5, 'damage_class': 'physical', 'type': 'fighting'}, 'seismic-toss': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-drain': {'accuracy': 100, 'power': 40, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'grass'}, 'thunderbolt': {'accuracy': 100, 'power': 90, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'thunder': {'accuracy': 70, 'power': 110, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'electric'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'night-shade': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'ghost'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'self-destruct': {'accuracy': 100, 'power': 200, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'lick': {'accuracy': 100, 'power': 30, 'pp': 30, 'priority': 0, 'damage_class': 'physical', 'type': 'ghost'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'dream-eater': {'accuracy': 100, 'power': 100, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'explosion': {'accuracy': 100, 'power': 250, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}}"
onix,50,"['rock', 'ground']","{'hp': 35, 'attack': 45, 'defense': 160, 'special-attack': 30, 'special-defense': 45, 'speed': 70}","{'bind': {'accuracy': 85, 'power': 15, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'slam': {'accuracy': 75, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'tackle': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'strength': {'accuracy': 100, 'power': 80, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'rock-throw': {'accuracy': 90, 'power': 50, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'rock'}, 'earthquake': {'accuracy': 100, 'power': 100, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'fissure': {'accuracy': 30, 'power': None, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'dig': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'ground'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'self-destruct': {'accuracy': 100, 'power': 200, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'explosion': {'accuracy': 100, 'power': 250, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'rock-slide': {'accuracy': 90, 'power': 75, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'rock'}}"
drowzee,50,['psychic'],"{'hp': 60, 'attack': 48, 'defense': 45, 'special-attack': 43, 'special-defense': 90, 'speed': 42}","{'pound': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-punch': {'accuracy': 85, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-kick': {'accuracy': 75, 'power': 120, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'headbutt': {'accuracy': 100, 'power': 70, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'submission': {'accuracy': 80, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'counter': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': -5, 'damage_class': 'physical', 'type': 'fighting'}, 'seismic-toss': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'confusion': {'accuracy': 100, 'power': 50, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'dream-eater': {'accuracy': 100, 'power': 100, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'tri-attack': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}}"
hypno,50,['psychic'],"{'hp': 85, 'attack': 73, 'defense': 70, 'special-attack': 73, 'special-defense': 115, 'speed': 67}","{'pound': {'accuracy': 100, 'power': 40, 'pp': 35, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-punch': {'accuracy': 85, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'mega-kick': {'accuracy': 75, 'power': 120, 'pp': 5, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'headbutt': {'accuracy': 100, 'power': 70, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'body-slam': {'accuracy': 100, 'power': 85, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'take-down': {'accuracy': 85, 'power': 90, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'double-edge': {'accuracy': 100, 'power': 120, 'pp': 15, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'hyper-beam': {'accuracy': 90, 'power': 150, 'pp': 5, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}, 'submission': {'accuracy': 80, 'power': 80, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'counter': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': -5, 'damage_class': 'physical', 'type': 'fighting'}, 'seismic-toss': {'accuracy': 100, 'power': None, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'fighting'}, 'confusion': {'accuracy': 100, 'power': 50, 'pp': 25, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'psychic': {'accuracy': 100, 'power': 90, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'rage': {'accuracy': 100, 'power': 20, 'pp': 20, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'bide': {'accuracy': None, 'power': None, 'pp': 10, 'priority': 1, 'damage_class': 'physical', 'type': 'normal'}, 'skull-bash': {'accuracy': 100, 'power': 130, 'pp': 10, 'priority': 0, 'damage_class': 'physical', 'type': 'normal'}, 'dream-eater': {'accuracy': 100, 'power': 100, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'psywave': {'accuracy': 100, 'power': None, 'pp': 15, 'priority': 0, 'damage_class': 'special', 'type': 'psychic'}, 'tri-attack': {'accuracy': 100, 'power': 80, 'pp': 10, 'priority': 0, 'damage_class': 'special', 'type': 'normal'}}"
